index,systemID,year,date
1,blje-01-1889,1889,1889-10-01
2,blje-02-1890,1890,1890-10-01
3,blje-03-1891,1891,1891-10-01
4,blje-04-1892,1892,1892-10-01
5,blje-05-1893,1893,1893-10-01
6,blje-06-1894,1894,1894-10-01
7,blje-07-1895,1895,1895-10-01
8,blje-08-1896,1896,1896-10-01
9,blje-09-1897,1897,1897-10-01
10,blje-10-1898,1898,1898-10-01
11,blje-11-1899,1899,1899-10-01
12,blje-12-1900,1900,1900-10-01
